,ORG_NOME,PAPP_COD,PAPP_NOME,PAPP_PN,APAA_CODI,APAA_DATA,APAA_STATUS
14,EMBRAER DIVISÃO EQUIPAMENTOS - EDE,606,Válvula Restritora,2237-0100-001,2000P06-09,2000-07-06,V
15,EMBRAER DIVISÃO EQUIPAMENTOS - EDE,609,Válvula Solenoide,2225-0001-001,2000P06-13,2000-07-06,V
16,EMBRAER DIVISÃO EQUIPAMENTOS - EDE,610,Válvula Solenoide,2227-0001-003,2000P06-14,2000-07-06,V
17,EMBRAER DIVISÃO EQUIPAMENTOS - EDE,611,Válvula Solenoide,2227-0100-001,2000P06-07,2000-07-06,V
18,EMBRAER DIVISÃO EQUIPAMENTOS - EDE,2790,Acumulador,2704-0001-003,2006P11-01,2006-11-13,V
19,EMBRAER DIVISÃO EQUIPAMENTOS - EDE,2792,Válvula de Alívio ,2214-0100-401,2006P11-04,2006-11-13,V
20,EMBRAER DIVISÃO EQUIPAMENTOS - EDE,2793,Atuador Hidráulico,2309-2700-505,2006P11-02,2006-11-13,V
21,EMBRAER DIVISÃO EQUIPAMENTOS - EDE,3425,"Válvula Solenóide 4 vias, 2 pos",2225-0100-003,2007P09-02,2007-09-18,V
22,EMBRAER DIVISÃO EQUIPAMENTOS - EDE,3426,Haste Travamento Principal - Conjunto,2309-2500-505,2007P09-01,2007-09-18,V
23,EMBRAER DIVISÃO EQUIPAMENTOS - EDE,3486,Perna de Força - Conjunto,2309-2002-521 e 522,2007P09-03,2007-09-18,V
24,RITTER CONSULTORIA E PROJETOS LTDA.,4336,Conjunto Flex Aeromédico,RTR-FLEX-XX-YY-ZZ ,2011P10-01A,2012-06-28,V
25,RITTER CONSULTORIA E PROJETOS LTDA.,4549,Kit Universal de Imageamento para Helicópteros ,AM AS350-00,2013P12-01,2013-12-12,V
26,RITTER CONSULTORIA E PROJETOS LTDA.,4565,Conjunto Maca/Suporte/Sistemas tipo Transporte Inter-Hospitalar,HELI-FLEX-XX-YY,2013P06-01,2013-06-25,V
27,RITTER CONSULTORIA E PROJETOS LTDA.,4569,Conjunto Maca/Suporte/Sistema tipo transporte hospitalar,MEDEVAC-G3-03-02,2014P05-01,2014-05-09,V
28,AGS AEROHOSES INDÚSTRIA AERONÁUTICA COMÉRCIO E REPRESENTAÇÕES LTDA.,633,Mangueira - TSO C75,-,2006P02-02,2006-02-06,V
29,AGS AEROHOSES INDÚSTRIA AERONÁUTICA COMÉRCIO E REPRESENTAÇÕES LTDA.,642,Mangueira - TSO C75,-,2006P02-19,2006-02-06,V
30,AGS AEROHOSES INDÚSTRIA AERONÁUTICA COMÉRCIO E REPRESENTAÇÕES LTDA.,643,Mangueira - TSO C75,-,2006P02-20,2006-02-06,V
31,AGS AEROHOSES INDÚSTRIA AERONÁUTICA COMÉRCIO E REPRESENTAÇÕES LTDA.,644,Mangueira - TSO C75,-,2006P02-21,2006-02-06,V
32,AGS AEROHOSES INDÚSTRIA AERONÁUTICA COMÉRCIO E REPRESENTAÇÕES LTDA.,645,Mangueira - TSO C75,-,2006P02-18,2006-02-06,V
33,AGS AEROHOSES INDÚSTRIA AERONÁUTICA COMÉRCIO E REPRESENTAÇÕES LTDA.,646,Mangueira - TSO C75,-,2006P02-22,2006-02-06,V
34,AGS AEROHOSES INDÚSTRIA AERONÁUTICA COMÉRCIO E REPRESENTAÇÕES LTDA.,2821,Mangueira - TSO C75,-,2006P02-06,2006-02-06,V
35,AGS AEROHOSES INDÚSTRIA AERONÁUTICA COMÉRCIO E REPRESENTAÇÕES LTDA.,2822,Mangueira - TSO C75,-,2006P02-08,2006-02-06,V
36,AGS AEROHOSES INDÚSTRIA AERONÁUTICA COMÉRCIO E REPRESENTAÇÕES LTDA.,2823,Mangueira - TSO C75,-,2006P02-10,2006-02-06,V
37,AGS AEROHOSES INDÚSTRIA AERONÁUTICA COMÉRCIO E REPRESENTAÇÕES LTDA.,2824,Mangueira - TSO C75,-,2006P02-23,2006-02-06,V
38,AGS AEROHOSES INDÚSTRIA AERONÁUTICA COMÉRCIO E REPRESENTAÇÕES LTDA.,2826,Mangueira - TSO C75,-,2006P02-12,2006-02-06,V
39,AGS AEROHOSES INDÚSTRIA AERONÁUTICA COMÉRCIO E REPRESENTAÇÕES LTDA.,2827,Mangueira - TSO C75,-,2006P02-14,2006-02-06,V
40,GARMIN INTERNATIONAL INC.,4876,GMN-00816,010-00816-99,,,
41,AGS AEROHOSES INDÚSTRIA AERONÁUTICA COMÉRCIO E REPRESENTAÇÕES LTDA.,2828,Mangueira - TSO C75,-,2006P02-16,2006-02-06,V
42,AGS AEROHOSES INDÚSTRIA AERONÁUTICA COMÉRCIO E REPRESENTAÇÕES LTDA.,2829,Mangueira - TSO C53a,-,2006P02-01,2006-02-06,V
43,AGS AEROHOSES INDÚSTRIA AERONÁUTICA COMÉRCIO E REPRESENTAÇÕES LTDA.,2830,Mangueira - TSO C75,-,2006P02-04,2006-02-06,V
44,AGS AEROHOSES INDÚSTRIA AERONÁUTICA COMÉRCIO E REPRESENTAÇÕES LTDA.,2831,Mangueira - TSO C53a,-,2006P02-03,2006-02-06,V
45,AGS AEROHOSES INDÚSTRIA AERONÁUTICA COMÉRCIO E REPRESENTAÇÕES LTDA.,2832,Mangueira - TSO C53a,-,2006P02-05,2006-02-06,V
46,AGS AEROHOSES INDÚSTRIA AERONÁUTICA COMÉRCIO E REPRESENTAÇÕES LTDA.,2833,Mangueira - TSO C53a,-,2006P02-07,2006-02-06,V
47,AGS AEROHOSES INDÚSTRIA AERONÁUTICA COMÉRCIO E REPRESENTAÇÕES LTDA.,2834,Mangueira - TSO C53a,-,2006P02-09,2006-02-06,V
48,AGS AEROHOSES INDÚSTRIA AERONÁUTICA COMÉRCIO E REPRESENTAÇÕES LTDA.,2835,Mangueira - TSO C53a,-,2006P02-11,2006-02-06,V
49,AGS AEROHOSES INDÚSTRIA AERONÁUTICA COMÉRCIO E REPRESENTAÇÕES LTDA.,2836,Mangueira - TSO C53a,-,2006P02-13,2006-02-06,V
50,AGS AEROHOSES INDÚSTRIA AERONÁUTICA COMÉRCIO E REPRESENTAÇÕES LTDA.,2837,Mangueira - TSO C53a,-,2006P02-15,2006-02-06,V
51,AGS AEROHOSES INDÚSTRIA AERONÁUTICA COMÉRCIO E REPRESENTAÇÕES LTDA.,2838,Mangueira - TSO C75,-,2006P02-17,2006-02-06,V
52,VERTICAL DO PONTO INDUSTRIA E COMÉRCIO DE PARAQUEDAS LTDA&#8203.,4951,Conjunto de paraquedas reserva de harness duplo,VP-300-1 VP-300-2 & VP-300-4,2024P12-01A,2025-08-07,V
53,GOODYEAR DO BRASIL PRODUTOS DE BORRACHA LTDA.,21,Aircraft Tire 15x6.0-6 6PR,156E66-4,,,
54,GOODYEAR DO BRASIL PRODUTOS DE BORRACHA LTDA.,22,Aircraft Tire 15x6.0-6 6PR,156E66B1,,,
55,GOODYEAR DO BRASIL PRODUTOS DE BORRACHA LTDA.,23,Aircraft Tire 17.5x6.25-6 10 PR,175K08B1,,,
56,GOODYEAR DO BRASIL PRODUTOS DE BORRACHA LTDA.,24,Aircraft Tire 17.5x6.25-6 8 PR,175K88B1,,,
57,GOODYEAR DO BRASIL PRODUTOS DE BORRACHA LTDA.,28,Aircraft Tire 25.75x6.75-14 14 PR,256K43-3,,,
58,GOODYEAR DO BRASIL PRODUTOS DE BORRACHA LTDA.,30,Aircraft Tire 31x9.75-14 12 PR,318K28-1,,,
59,GOODYEAR DO BRASIL PRODUTOS DE BORRACHA LTDA.,31,Aircraft Tire 32x8.8,328F43G1,,,
60,GOODYEAR DO BRASIL PRODUTOS DE BORRACHA LTDA.,32,Aircraft Tire 6.00-6 4PR,606C41B1,,,
61,GOODYEAR DO BRASIL PRODUTOS DE BORRACHA LTDA.,33,Aircraft Tire 6.00-6 4PR TT,606C46-6,,,
62,GOODYEAR DO BRASIL PRODUTOS DE BORRACHA LTDA.,34,Aircraft Tire 6.00-6 6PR,606C61B1,,,
63,GOODYEAR DO BRASIL PRODUTOS DE BORRACHA LTDA.,35,Aircraft Tire 6.00-6 6PR TT,606C66-8,,,
64,GOODYEAR DO BRASIL PRODUTOS DE BORRACHA LTDA.,36,Aircraft Tire 6.00-6 8PR Tl,606T86-3,,,
65,GOODYEAR DO BRASIL PRODUTOS DE BORRACHA LTDA.,37,Aircraft Tire 6.00-6 8PR TT,606C86-6,,,
66,GOODYEAR DO BRASIL PRODUTOS DE BORRACHA LTDA.,38,Aircraft Tire 6.00x6 8 PR,606C81B1,,,
67,GOODYEAR DO BRASIL PRODUTOS DE BORRACHA LTDA.,39,Aircraft Tire 7.00-6 6 PR,706C61B1,,,
68,GOODYEAR DO BRASIL PRODUTOS DE BORRACHA LTDA.,40,Aircraft Tire 7.00-6 6PR TT,706C66-3,,,
69,GOODYEAR DO BRASIL PRODUTOS DE BORRACHA LTDA.,41,Aircraft Tire 7.00-6 8PR TT,706C86-3,,,
70,GOODYEAR DO BRASIL PRODUTOS DE BORRACHA LTDA.,42,Aircraft Tire 8.00-6 6 PR,806C61B1,,,
71,GOODYEAR DO BRASIL PRODUTOS DE BORRACHA LTDA.,43,Aircraft Tire 8.00-6 8 PR,806C81B1,,,
72,GOODYEAR DO BRASIL PRODUTOS DE BORRACHA LTDA.,44,Aircraft Tire 8.90-12.50 6 PR,892C66B1,,,
73,GOODYEAR DO BRASIL PRODUTOS DE BORRACHA LTDA.,45,Aircraft Tire H.29x9.0-15 16PR,299K63-1,,,
74,GOODYEAR DO BRASIL PRODUTOS DE BORRACHA LTDA.,2796,Pneu com Câmara Tamanho 5.00-5 10PR 120MPH,505C01-2,,,
75,GOODYEAR DO BRASIL PRODUTOS DE BORRACHA LTDA.,2797,Pneu com Câmara Tamanho 5.00-5 6PR 120MPH,505C61-8,,,
76,GOODYEAR DO BRASIL PRODUTOS DE BORRACHA LTDA.,2798,Pneu com Câmara Tamanho 5.00-5 4PR 120MPH,505C41-4,,,
77,GOODYEAR DO BRASIL PRODUTOS DE BORRACHA LTDA.,3248,Pneu Convencional sem Câmara,362K82-1,,,
78,GOODYEAR DO BRASIL PRODUTOS DE BORRACHA LTDA.,3303,Pneu sem Camara 15 x 6.0-6 10 PR,156E06B1,,,
79,ACK TECHNOLOGIES INC.,4489,E-04 ELT - Emergency Locator Transmitter - 406/121.5 MHz ELT Type AF,E-04,,,
80,ACK TECHNOLOGIES INC.,4490,E-04 ELT - Emergency Locator Transmitter - Lithium Battery Pack,E-04.0,,,
81,ACK TECHNOLOGIES INC.,4491,E-04 ELT - Emergency Locator Transmitter - Whip Antenna,E-04.8,,,
82,ACR ELETRONICS INC.,4743,Emergency Locator Transmitter (ELT) ELT 345 ,A3-06-2880 ,,,
83,AÉRAZUR,1411,Life Preserver,21620( )-( ),,,
84,AERO SEATING TECHNOLOGIES,4531,SINGLE LH SIDE FACING DIVAN,70711-11-(XXX)-(YY) ,,,
85,AERO SEATING TECHNOLOGIES,4532,SINGLE RH SIDE FACING DIVAN,70711-12-(XXX)-(YY),,,
86,AERO SEATING TECHNOLOGIES,4533,SINGLE FWD / AFT FACING SEAT,70701-11-(XXX)-(YY),,,
87,AERO SEATING TECHNOLOGIES,4534,SINGLE FWD / AFT FACING SEAT,70701-12-(XXX)-(YY),,,
88,AERO SEATING TECHNOLOGIES,4535,DOUBLE FWD / AFT FACING SEAT,70702-11-(XXX)-(YY),,,
89,AERO SEATING TECHNOLOGIES,4536,DOUBLE FWD / AFT FACING SEAT,70702-12-(XXX)-(YY),,,
90,"AEROANTENNA TECHNOLOGY, INC.",4094,GPS Antenna,AT575-93GW-TNCF-000-RG-27-NM,,,
91,"AEROANTENNA TECHNOLOGY, INC.",4095,GPS Antenna,AT575-126GW-TNCF-000-RG-27-NM,,,
92,"AEROANTENNA TECHNOLOGY, INC.",4096,GPS/XM Antenna,AT2300-126GW-TNCF-000-RG-27-NM,,,
93,"AEROANTENNA TECHNOLOGY, INC.",4097,GPS Antenna,AT575-332G,,,
94,"AERONETICS DIVISION, AAR CORP.",2042,Radio Magnetic Indicator,3137-LB-2-1-C,,,
95,AEROSONIC LLC,4698,Pitot Static Probe,101469-X-( ),,,
96,"AICRAFT BELTS, INC.",2092,Seat Belt,AB-52-01,,,
97,AIR CRUISERS,1720,Life Preserver,D21343-( ),,,
98,AIR CRUISERS,1721,Life Preserver,63600-( ),,,
99,AIR CRUISERS,1722,Life Preserver,D21344-( ),,,
100,AIR CRUISERS,2739,Life Preserver,66601-( ),,,
101,AIR CRUISERS,2740,36 Person Liferaft,66536-( ),,,
102,AIR CRUISERS,4178,10 Person Liferaft,64910-(  ),,,
103,AIR LIQUIDE,1754,Protective Breathing Equipment,15-40F,,,
104,AIRCRAFT BRAKING SYSTEMS CORPORATION,1405,Wheel and Brake Assembly,90000582/90000583,,,
105,AIRCRAFT BRAKING SYSTEMS CORPORATION,1406,Nose Wheel Assembly,90000581,,,
106,AIRCRAFT BRAKING SYSTEMS CORPORATION,1407,Wheel and Brake Assembly,90000582/90000583-1,,,
107,AIRCRAFT BRAKING SYSTEMS CORPORATION,1408,Nose Wheel Assembly,90000581-1,,,
108,AIRCRAFT BRAKING SYSTEMS CORPORATION,2108,Nose Wheel,9544207,,,
109,AIRCRAFT BRAKING SYSTEMS CORPORATION,2109,Main Landing Gear Wheel,5009029,,,
110,AIRCRAFT BRAKING SYSTEMS CORPORATION,2110,Carbon Brake Assembly,5009027,,,
111,AIRCRAFT BRAKING SYSTEMS CORPORATION,2111,Main Landing Gear Wheel,5007045-2,,,
112,AIRCRAFT BRAKING SYSTEMS CORPORATION,2112,Carbon Brake Assembly,5006191-5,,,
113,AIRCRAFT BRAKING SYSTEMS CORPORATION,2113,Main Landing Gear Wheel,5009029-1,,,
114,AIRCRAFT BRAKING SYSTEMS CORPORATION,2114,Nose Wheel,5006450-2,,,
115,AIRCRAFT BRAKING SYSTEMS CORPORATION,2623,Wheel,90002317,,,
116,AIRCRAFT BRAKING SYSTEMS CORPORATION,2624,Brake Assembly,90002340,,,
117,AIRCRAFT MODULAR PRODUCTS,2094,Single Swivel Seat,2524-014( ),,,
118,ALLIEDSIGNAL AEROSPACE COMPANY - OLATHE,1801,Weather Radar System,RDS 81,,,
119,ALLIEDSIGNAL AEROSPACE COMPANY - OLATHE,1802,HF System,KHF-950,,,
120,ALLIEDSIGNAL AEROSPACE COMPANY - OLATHE,1803,Integrated Radio Package Rack and Frontal Panel,050-03011-0000/050-03104-0000,,,
121,ALLIEDSIGNAL AEROSPACE COMPANY - OLATHE,1804,Marker Receiver,066-1021-02,,,
122,ALLIEDSIGNAL AEROSPACE COMPANY - OLATHE,1805,VOR Composite Converter,066-01130-0701,,,
123,ALLIEDSIGNAL AEROSPACE COMPANY - OLATHE,1806,Compass System,KCS 55A,,,
124,ALLIEDSIGNAL AEROSPACE COMPANY - OLATHE,1807,Slaving Accessory,071-1242-07,,,
125,ALLIEDSIGNAL AEROSPACE COMPANY - OLATHE,1808,Directional Gyro,060-0015-00,,,
126,ALLIEDSIGNAL AEROSPACE COMPANY - OLATHE,1809,HSI,066-3046-11,,,
127,ALLIEDSIGNAL AEROSPACE COMPANY - OLATHE,1810,Flux Valve,071-1052-00,,,
128,ALLIEDSIGNAL AEROSPACE COMPANY - OLATHE,1811,DME,066-1070-01,,,
129,ALLIEDSIGNAL AEROSPACE COMPANY - OLATHE,1812,DME Indicator,066-1069-14,,,
130,ALLIEDSIGNAL AEROSPACE COMPANY - OLATHE,1814,Radar Indicator,066-3114-01,,,
131,ALLIEDSIGNAL AEROSPACE COMPANY - OLATHE,1815,Radar Sensor,071-1378-00,,,
132,ALLIEDSIGNAL AEROSPACE COMPANY - OLATHE,1816,Flat Plate Antenna,071-1317-00,,,
133,ALLIEDSIGNAL AEROSPACE COMPANY - OLATHE,1817,Weather Radar,RDS 82VP,,,
134,ALLIEDSIGNAL AEROSPACE COMPANY - OLATHE,1818,EFS/VP Radar Rcvr/Xcvr,071-1315-30,,,
135,ALLIEDSIGNAL AEROSPACE COMPANY - OLATHE,1819,Radar Indicator,066-3084-33,,,
136,ALLIEDSIGNAL AEROSPACE COMPANY - OLATHE,1820,ADF,066-1072-07,,,
137,ALLIEDSIGNAL AEROSPACE COMPANY - OLATHE,1821,CDI Indicator,066-3034-22,,,
138,ALLIEDSIGNAL AEROSPACE COMPANY - OLATHE,1822,Radar Altimeter,066-1048-02,,,
139,ALLIEDSIGNAL AEROSPACE COMPANY - OLATHE,1823,Radar Altimeter,066-3031-00,,,
140,ALLIEDSIGNAL AEROSPACE COMPANY - OLATHE,1824,RMI Indicator,066-3060-03,,,
141,ALLIEDSIGNAL AEROSPACE COMPANY - OLATHE,1825,GPS Receiver,066-04031-0X11,,,
142,ALLIEDSIGNAL AEROSPACE COMPANY - OLATHE,1826,GPS Antenna,071-01545-0200,,,
143,ALLIEDSIGNAL AEROSPACE COMPANY - OLATHE,1827,VHF Tranceiver,064-1023-00,,,
144,ALLIEDSIGNAL AEROSPACE COMPANY - OLATHE,1828,Control Head,071-1215-70,,,
145,ALLIEDSIGNAL AEROSPACE COMPANY - OLATHE,1829,Nav Receiver,066-1078-00,,,
146,ALLIEDSIGNAL AEROSPACE COMPANY - OLATHE,1830,Control Head,071-1216-0027,,,
147,ALLIEDSIGNAL AEROSPACE COMPANY - OLATHE,1831,Digital ADF,066-1077-00,,,
148,ALLIEDSIGNAL AEROSPACE COMPANY - OLATHE,1832,Control Head,071-1210-09,,,
149,ALLIEDSIGNAL AEROSPACE COMPANY - OLATHE,1833,Radar Altimeter,066-1048-02,,,
150,ALLIEDSIGNAL AEROSPACE COMPANY - OLATHE,1834,RMI,066-3060-0001,,,
151,ALLIEDSIGNAL AEROSPACE COMPANY - OLATHE,1835,DME,066-1066-24,,,
152,ALLIEDSIGNAL AEROSPACE COMPANY - OLATHE,1836,DME Indicator,066-1069-01,,,
153,ALLIEDSIGNAL AEROSPACE COMPANY - OLATHE,1837,Audio Control Panel,066-1055-71,,,
154,ALLIEDSIGNAL AEROSPACE COMPANY - OLATHE,1838,Transponder Mode S,066-01143-0201,,,
155,ALLIEDSIGNAL AEROSPACE COMPANY - OLATHE,1839,Control Head,071-01507-1301,,,
156,ALLIEDSIGNAL AEROSPACE COMPANY - OLATHE,1841,EFIS/VP Indicator,066-3084-32,,,
157,ALLIEDSIGNAL AEROSPACE COMPANY - OLATHE,1842,Slaving Controller,071-1242-01,,,
158,ALLIEDSIGNAL AEROSPACE COMPANY - OLATHE,1843,Directional Gyro,060-0013-01,,,
159,ALLIEDSIGNAL AEROSPACE COMPANY - OLATHE,1845,Electronic HSI,066-03123-1500,,,
160,ALLIEDSIGNAL AEROSPACE COMPANY - OLATHE,1846,Electronic ADI or HSI,066-03125-2500,,,
161,ALLIEDSIGNAL AEROSPACE COMPANY - OLATHE,1847,Symbol Generator,066-04021-1109,,,
162,ALLIEDSIGNAL AEROSPACE COMPANY - OLATHE,1848,GPS Receiver/Comm Tranceiver,069-01029-0201,,,
163,ALLIEDSIGNAL AEROSPACE COMPANY - OLATHE,1850,ATC Transponder,066-1062-00,,,
164,ALLIEDSIGNAL AEROSPACE COMPANY - OLATHE,1851,ATC Transponder,066-1062-01,,,
165,ALLIEDSIGNAL AEROSPACE COMPANY - OLATHE,1852,ATC Transponder,066-1062-02,,,
166,ALLIEDSIGNAL AEROSPACE COMPANY - OLATHE,1853,ATC Transponder,066-1062-10,,,
167,ALLIEDSIGNAL AEROSPACE COMPANY - OLATHE,1854,COMM Trans/NAV Receiver,069-01028-0101,,,
168,ALLIEDSIGNAL AEROSPACE COMPANY - OLATHE,1855,COMM Trans/NAV Receiver,069-01028-0302,,,
169,ALLIEDSIGNAL AEROSPACE COMPANY - OLATHE,1856,COMM Trans/NAV Receiver,069-01028-1101,,,
170,ALLIEDSIGNAL AEROSPACE COMPANY - OLATHE,1857,COMM Trans/NAV Receiver,069-01028-1302,,,
171,ALLIEDSIGNAL AEROSPACE COMPANY - OLATHE,1858,VHF/NAV/GS/COMM,069-1024-30,,,
172,ALLIEDSIGNAL AEROSPACE COMPANY - OLATHE,1859,VHF/NAV/GS/COMM,069-1024-31,,,
173,ALLIEDSIGNAL AEROSPACE COMPANY - OLATHE,1860,VHF/NAV/GS/COMM,069-1024-32,,,
174,ALLIEDSIGNAL AEROSPACE COMPANY - OLATHE,1861,VHF/NAV/GS/COMM,069-1024-33,,,
175,ALLIEDSIGNAL AEROSPACE COMPANY - OLATHE,1862,VHF/NAV/GS/COMM,069-1024-34,,,
176,ALLIEDSIGNAL AEROSPACE COMPANY - OLATHE,1863,VHF/NAV/GS/COMM,069-1024-35,,,
177,ALLIEDSIGNAL AEROSPACE COMPANY - OLATHE,1864,VHF/NAV/GS/COMM,069-1024-36,,,
178,ALLIEDSIGNAL AEROSPACE COMPANY - OLATHE,1865,VHF/NAV/GS/COMM,069-1024-37,,,
179,ALLIEDSIGNAL AEROSPACE COMPANY - OLATHE,1866,VHF/NAV/GS/COMM,069-1024-38,,,
180,ALLIEDSIGNAL AEROSPACE COMPANY - OLATHE,1867,VHF/NAV/GS/COMM,069-1024-39,,,
181,ALLIEDSIGNAL AEROSPACE COMPANY - OLATHE,1868,VHF/NAV/GS/COMM,069-1024-40,,,
182,ALLIEDSIGNAL AEROSPACE COMPANY - OLATHE,1869,VHF/NAV/GS/COMM,069-1024-41,,,
183,ALLIEDSIGNAL AEROSPACE COMPANY - OLATHE,1870,VHF/NAV/GS/COMM,069-1024-42,,,
184,ALLIEDSIGNAL AEROSPACE COMPANY - OLATHE,1871,VHF/NAV/GS/COMM,069-1024-43,,,
185,GARMIN INTERNATIONAL INC.,4877,GMN-00816,006-B1068-0( ),,,
186,ALLIEDSIGNAL AEROSPACE COMPANY - OLATHE,1872,VHF/NAV/GS/COMM,069-1024-44,,,
187,ALLIEDSIGNAL AEROSPACE COMPANY - OLATHE,1873,VHF/NAV/GS/COMM,069-1024-45,,,
188,ALLIEDSIGNAL AEROSPACE COMPANY - OLATHE,1874,VHF/NAV/GS/COMM,069-1024-46,,,
189,ALLIEDSIGNAL AEROSPACE COMPANY - OLATHE,1875,VHF/NAV/GS/COMM,069-1024-47,,,
190,ALLIEDSIGNAL AEROSPACE COMPANY - OLATHE,1876,VHF/NAV/GS/COMM,069-1024-48,,,
191,ALLIEDSIGNAL AEROSPACE COMPANY - OLATHE,1877,VHF/NAV/GS/COMM,069-1024-49,,,
192,ALLIEDSIGNAL AEROSPACE COMPANY - OLATHE,1878,VHF/NAV/GS/COMM/VOR/LOC,069-1025-20,,,
193,ALLIEDSIGNAL AEROSPACE COMPANY - OLATHE,1879,VHF/NAV/GS/COMM/VOR/LOC,069-1025-21,,,
194,ALLIEDSIGNAL AEROSPACE COMPANY - OLATHE,1880,VHF/NAV/GS/COMM/VOR/LOC,069-1025-22,,,
195,ALLIEDSIGNAL AEROSPACE COMPANY - OLATHE,1881,VHF/NAV/GS/COMM/VOR/LOC,069-1025-23,,,
196,ALLIEDSIGNAL AEROSPACE COMPANY - OLATHE,1882,VHF/NAV/GS/COMM/VOR/LOC,069-1025-24,,,
197,ALLIEDSIGNAL AEROSPACE COMPANY - OLATHE,1883,VHF/NAV/GS/COMM/VOR/LOC,069-1025-25,,,
198,ALLIEDSIGNAL AEROSPACE COMPANY - OLATHE,1884,VHF/NAV/GS/COMM/VOR/LOC,069-1025-26,,,
199,ALLIEDSIGNAL AEROSPACE COMPANY - OLATHE,1885,VHF/NAV/GS/COMM/VOR/LOC,069-1025-27,,,
200,ALLIEDSIGNAL AEROSPACE COMPANY - OLATHE,1886,VHF/NAV/GS/COMM/VOR/LOC,069-1025-28,,,
201,ALLIEDSIGNAL AEROSPACE COMPANY - OLATHE,1887,VHF/NAV/GS/COMM/VOR/LOC,069-1025-29,,,
202,ALLIEDSIGNAL AEROSPACE COMPANY - OLATHE,1888,VHF/NAV/GS/COMM/VOR/LOC,069-1025-30,,,
203,ALLIEDSIGNAL AEROSPACE COMPANY - OLATHE,1889,VHF/NAV/GS/COMM/VOR/LOC,069-1025-31,,,
204,ALLIEDSIGNAL AEROSPACE COMPANY - OLATHE,1890,NAV Indicator,066-3034-00,,,
205,ALLIEDSIGNAL AEROSPACE COMPANY - OLATHE,1891,NAV Indicator,066-3034-01,,,
206,ALLIEDSIGNAL AEROSPACE COMPANY - OLATHE,1892,NAV Indicator,066-3034-02,,,
207,ALLIEDSIGNAL AEROSPACE COMPANY - OLATHE,1893,NAV Indicator,066-3034-03,,,
208,ALLIEDSIGNAL AEROSPACE COMPANY - OLATHE,1894,VOR/LOC/GS Indicator,066-3056-00,,,
209,ALLIEDSIGNAL AEROSPACE COMPANY - OLATHE,1895,VOR/LOC/GS Indicator,066-3056-01,,,
210,ALLIEDSIGNAL AEROSPACE COMPANY - OLATHE,1896,VHF COMM Transceiver,064-1052-10,,,
211,ALLIEDSIGNAL AEROSPACE COMPANY - OLATHE,1897,VHF COMM Transceiver,064-1052-30,,,
212,ALLIEDSIGNAL AEROSPACE COMPANY - OLATHE,1898,VHF COMM Transceiver,064-1052-50,,,
213,ALLIEDSIGNAL AEROSPACE COMPANY - OLATHE,1899,VHF COMM Transceiver,064-1052-51,,,
214,ALLIEDSIGNAL AEROSPACE COMPANY - OLATHE,1900,VHF COMM Transceiver,064-1052-60,,,
215,ALLIEDSIGNAL AEROSPACE COMPANY - OLATHE,1901,VHF COMM Transceiver,064-1052-61,,,
216,ALLIEDSIGNAL AEROSPACE COMPANY - OLATHE,1902,VHF COMM Transceiver,064-1052-70,,,
217,ALLIEDSIGNAL AEROSPACE COMPANY - OLATHE,1903,VHF COMM Transceiver,064-1051-10,,,
218,ALLIEDSIGNAL AEROSPACE COMPANY - OLATHE,1904,VHF COMM Transceiver,064-1051-30,,,
219,ALLIEDSIGNAL AEROSPACE COMPANY - OLATHE,1905,VHF COMM Transceiver,064-1051-50,,,
220,ALLIEDSIGNAL AEROSPACE COMPANY - OLATHE,1906,VHF COMM Transceiver,064-1051-51,,,
221,ALLIEDSIGNAL AEROSPACE COMPANY - OLATHE,1907,VHF COMM Transceiver,064-1051-60,,,
222,ALLIEDSIGNAL AEROSPACE COMPANY - OLATHE,1908,VHF COMM Transceiver,064-1051-61,,,
223,ALLIEDSIGNAL AEROSPACE COMPANY - OLATHE,1909,VHF COMM Transceiver,064-1051-70,,,
224,ALLIEDSIGNAL AEROSPACE COMPANY - OLATHE,1910,Antenna/Receiver/Transmitter Unit,071-01519-0101,,,
225,ALLIEDSIGNAL AEROSPACE COMPANY - OLATHE,1911,Configuration Module,071-00097-0100,,,
226,ALLIEDSIGNAL AEROSPACE COMPANY - OLATHE,1912,Antenna,071-01528-0100,,,
227,ALLIEDSIGNAL AEROSPACE COMPANY - OLATHE,1913,Antenna,071-01528-0200,,,
228,ALLIEDSIGNAL AEROSPACE COMPANY - OLATHE,1914,Antenna,071-01549-0100,,,
229,ALLIEDSIGNAL AEROSPACE COMPANY - OLATHE,1915,Antenna,071-01549-0200,,,
230,ALLIEDSIGNAL AEROSPACE COMPANY - OLATHE,1916,Microstrip Antenna,071-01564-0100,,,
231,WEBER AIRCRAFT INC.,2557,Passenger Seat,7501-2-( ),,,
232,ALLIEDSIGNAL AEROSPACE COMPANY - OLATHE,1917,Microstrip Antenna,071-01564-0200,,,
233,ALLIEDSIGNAL AEROSPACE COMPANY - OLATHE,1918,RDS 81 Indicator,066-3114-00,,,
234,ALLIEDSIGNAL AEROSPACE COMPANY - OLATHE,1919,RDS 81 Indicator,066-3114-01,,,
235,ALLIEDSIGNAL AEROSPACE COMPANY - OLATHE,1920,RDS 82 Indicator,066-3084-00,,,
236,ALLIEDSIGNAL AEROSPACE COMPANY - OLATHE,1921,RDS 82 Indicator,066-3084-01,,,
